objectid,codbairro,bairro,area_planejamento,cod_rp,rp,ra,regiao_adm,total_transações,uso,média_percentual_transferido,média_área_terreno,média_valor_transações,média_valor_imóvel,principal_transação_mercado,ano_transação,mês_transação
892389,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,4,TERRITORIAL,100,220.5,35390.5325,35390.5325,COMPRA E VENDA,2019,7
892390,146,Inhoaíba                  ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,1,TERRITORIAL,100,444,71873.99,71873.99,COMPRA E VENDA,2019,6
892391,123,Tanque                    ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,27964,789360,789360,COMPRA E VENDA,2019,7
892392,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,541,231825015,231825015,COMPRA E VENDA,2019,9
892393,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,605,340395.01,340395.01,COMPRA E VENDA,2019,12
892394,67,Água Santa                ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,50,297,48047.99,96095.98,COMPRA E VENDA,2019,5
892395,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,3,TERRITORIAL,68.816666,1402.333333,411130.333333,924137.066666,COMPRA E VENDA,2019,6
892396,7,Rio Comprido              ,1,1.1,Centro,3,RIO COMPRIDO            ,2,TERRITORIAL,100,352.5,177600005,177600005,COMPRA E VENDA,2019,6
892397,38,Grajaú                    ,2,2.2,Tijuca,9,VILA ISABEL             ,1,TERRITORIAL,50,456,101999.98,203999.96,COMPRA E VENDA,2019,8
892398,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,504,239810.98,239810.98,COMPRA E VENDA,2019,7
892399,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,15,TERRITORIAL,93.333333,333.333333,41316,47382.720666,COMPRA E VENDA,2019,2
892400,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,17,TERRITORIAL,97.058823,371.294117,57329.155294,58614.99,COMPRA E VENDA,2019,5
892401,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,50.8,11790,101301.57,1845710635,COMPRA E VENDA,2018,12
892402,24,Copacabana                ,2,2.1,Zona Sul,5,COPACABANA              ,1,TERRITORIAL,100,185,933000,933000,COMPRA E VENDA,2018,1
892403,24,Copacabana                ,2,2.1,Zona Sul,5,COPACABANA              ,1,TERRITORIAL,100,440,3400000.99,3400000.99,COMPRA E VENDA,2018,11
892404,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,100,1499.5,370500,370500,COMPRA E VENDA,2018,8
892405,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,6,TERRITORIAL,100,3098.333333,13218930675,13218930675,COMPRA E VENDA,2018,3
892406,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,4,TERRITORIAL,100,677.25,1407910245,1407910245,COMPRA E VENDA,2018,9
892407,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,7,TERRITORIAL,100,736.857142,1553254.997142,1553254.997142,COMPRA E VENDA,2018,12
892408,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,52775,592.5,587881145,1099254985,COMPRA E VENDA,2018,3
892409,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,4,TERRITORIAL,79.1675,554.75,1148218745,1416070.4375,COMPRA E VENDA,2018,6
892410,126,Joá                       ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,100,525,799999.98,799999.98,COMPRA E VENDA,2018,11
892411,152,Barra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,1,TERRITORIAL,100,15228,972417.59,972417.59,COMPRA E VENDA,2018,10
892412,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,13,TERRITORIAL,100,301.384615,67218.198461,67218.198461,COMPRA E VENDA,2018,2
892413,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,15,TERRITORIAL,96.266666,330.733333,79163.480666,81921.436666,COMPRA E VENDA,2018,9
892414,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,11,TERRITORIAL,98.863636,329.727272,56321.467272,57962.391818,COMPRA E VENDA,2018,12
892415,141,Bangu,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,271,99791.99,99791.99,COMPRA E VENDA,2018,1
892416,141,Bangu,5,5.1,Bangu,17,BANGU                   ,2,TERRITORIAL,100,156,45252895,45252895,COMPRA E VENDA,2018,11
892417,101,Tauá                      ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,36,360,44089.93,122472.03,COMPRA E VENDA,2019,9
892418,114,Pavuna                    ,3,3.6,Pavuna,25,PAVUNA                  ,1,TERRITORIAL,100,125,32417.3,32417.3,COMPRA E VENDA,2019,4
892419,99,Jardim Guanabara          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,504,332766,332766,COMPRA E VENDA,2019,2
892420,99,Jardim Guanabara          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,523,341751.5,341751.5,COMPRA E VENDA,2019,8
892421,159,Parque Colúmbia           ,3,3.6,Pavuna,25,PAVUNA                  ,1,TERRITORIAL,100,316,44244.86,44244.86,COMPRA E VENDA,2019,6
892422,76,Irajá                     ,3,3.3,Madureira,14,IRAJA                   ,1,TERRITORIAL,100,237,118689.99,118689.99,COMPRA E VENDA,2019,11
892423,107,Anchieta                  ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,287,45630,45630,COMPRA E VENDA,2019,7
892424,107,Anchieta                  ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,372,78623.99,78623.99,COMPRA E VENDA,2019,10
892425,106,Guadalupe                 ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,3250,98725.71,98725.71,COMPRA E VENDA,2019,1
892426,109,Ricardo de Albuquerque    ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,439,7550.4,7550.4,COMPRA E VENDA,2019,10
892427,135,Vila Militar              ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,50,287,23400.01,46800.02,COMPRA E VENDA,2019,7
892428,41,Ramos                     ,3,3.1,Ramos,10,RAMOS                   ,1,TERRITORIAL,100,4276,243308.85,243308.85,COMPRA E VENDA,2019,4
892429,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,21710,2933330.39,2933330.39,COMPRA E VENDA,2019,3
892430,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,148,34214.39,34214.39,COMPRA E VENDA,2019,6
892431,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,225,93772.8,93772.8,COMPRA E VENDA,2019,5
892432,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,225,93772.8,93772.8,COMPRA E VENDA,2019,8
892433,89,Bento Ribeiro             ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,409,127327.21,127327.21,COMPRA E VENDA,2019,4
892434,40,Bonsucesso                ,3,3.1,Ramos,10,RAMOS                   ,1,TERRITORIAL,100,1098,393828.69,393828.69,COMPRA E VENDA,2019,5
892435,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,2,TERRITORIAL,100,350.5,41461865,41461865,COMPRA E VENDA,2019,8
892436,83,Madureira                 ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,81,39639.61,39639.61,COMPRA E VENDA,2019,7
892437,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,5,TERRITORIAL,100,4220.4,317092786,317092786,COMPRA E VENDA,2019,2
892438,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,5,TERRITORIAL,100,20064.6,433614724,433614724,COMPRA E VENDA,2019,5
892439,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,1,TERRITORIAL,100,3000,222591.59,222591.59,COMPRA E VENDA,2019,12
892440,71,Pilares                   ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,50,435,80027.98,160055.96,COMPRA E VENDA,2019,10
892441,125,Vila Valqueire            ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,296,124839,124839,COMPRA E VENDA,2019,6
892442,137,Jardim Sulacap            ,5,5.1,Bangu,33,REALENGO                ,6,TERRITORIAL,100,636.5,95612.503333,95612.503333,COMPRA E VENDA,2019,10
892443,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,4,TERRITORIAL,100,275,30990.9625,30990.9625,COMPRA E VENDA,2019,6
892444,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,3,TERRITORIAL,100,198.666666,28878.96,28878.96,COMPRA E VENDA,2019,9
892445,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,4,TERRITORIAL,100,264.25,61763455,61763455,COMPRA E VENDA,2019,12
892446,65,Cachambi                  ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,135,59072.01,59072.01,COMPRA E VENDA,2019,7
892447,146,Inhoaíba                  ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,1,TERRITORIAL,100,1125,98366.42,98366.42,COMPRA E VENDA,2019,4
892448,146,Inhoaíba                  ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,1,TERRITORIAL,100,444,71873.99,71873.99,COMPRA E VENDA,2019,7
892449,5,Centro                    ,1,1.1,Centro,2,CENTRO                  ,1,TERRITORIAL,100,110,810000,810000,COMPRA E VENDA,2019,9
892450,61,Engenho Novo              ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,421,182519.98,182519.98,COMPRA E VENDA,2019,10
892451,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,331,304226995,304226995,COMPRA E VENDA,2019,4
892452,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,3,TERRITORIAL,100,543.333333,341440,341440,COMPRA E VENDA,2019,7
892453,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,520,377190.01,377190.01,COMPRA E VENDA,2019,11
892454,36,Vila Isabel               ,2,2.2,Tijuca,9,VILA ISABEL             ,1,TERRITORIAL,100,368,150000.01,150000.01,COMPRA E VENDA,2019,1
892455,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,225,169312,169312,COMPRA E VENDA,2019,2
892456,17,Laranjeiras               ,2,2.1,Zona Sul,4,BOTAFOGO                ,2,TERRITORIAL,100,350.5,336999.99,336999.99,COMPRA E VENDA,2019,8
892457,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,12,TERRITORIAL,92145,354.083333,53703.6975,73250.598333,COMPRA E VENDA,2019,7
892458,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,20,TERRITORIAL,90.9115,1856.5,55326428,121268866,COMPRA E VENDA,2019,10
892459,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,3695,10045,69649.58,1884974.1,COMPRA E VENDA,2019,6
892460,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,100,1162,411348.01,411348.01,COMPRA E VENDA,2019,9
892461,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,308,91060195,91060195,COMPRA E VENDA,2019,3
892462,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,903,136752,136752,COMPRA E VENDA,2019,6
892463,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,3,TERRITORIAL,100,320,123349.596666,123349.596666,COMPRA E VENDA,2019,12
892464,20,Botafogo                  ,2,2.1,Zona Sul,4,BOTAFOGO                ,2,TERRITORIAL,100,476,3999999.75,3999999.75,COMPRA E VENDA,2019,11
892465,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,25,600,123832.49,495329.96,COMPRA E VENDA,2019,3
892466,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,1.83,23205,64673.03,3534045.36,COMPRA E VENDA,2019,1
892467,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,100,680,831818.39,831818.39,COMPRA E VENDA,2019,8
892468,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,3,TERRITORIAL,34.446666,3469.333333,88421.02,500296.933333,COMPRA E VENDA,2019,11
892469,24,Copacabana                ,2,2.1,Zona Sul,5,COPACABANA              ,1,TERRITORIAL,100,752,14823000.04,14823000.04,COMPRA E VENDA,2019,10
892470,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,100,1843.5,1477000.01,1477000.01,COMPRA E VENDA,2019,7
892471,29,Gávea                     ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,14.29,465,759999.99,5318404.41,COMPRA E VENDA,2019,9
892472,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,10,TERRITORIAL,95,637.3,1934696458,2017344208,COMPRA E VENDA,2019,2
892473,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,259,TERRITORIAL,99.817528,428.511718,26687.542625,26891.31166,COMPRA E VENDA,2019,8
892474,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,2695,10022.5,45633.06,1597818575,COMPRA E VENDA,2019,1
892475,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,3,TERRITORIAL,100,303,91168.01,91168.01,COMPRA E VENDA,2019,1
892476,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,360,114734.39,114734.39,COMPRA E VENDA,2019,4
892477,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,322.5,99646.81,99646.81,COMPRA E VENDA,2019,11
892478,116,Anil                      ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,286,169454.99,169454.99,COMPRA E VENDA,2019,6
892479,116,Anil                      ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,375,160159.98,160159.98,COMPRA E VENDA,2019,9
892480,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,16.67,2401,244007.49,1463752.19,COMPRA E VENDA,2019,5
892481,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,1415,1516927555,1516927555,COMPRA E VENDA,2019,8
892482,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,545.5,393463135,393463135,COMPRA E VENDA,2019,11
892483,129,Camorim                   ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,13,TERRITORIAL,100,556.076923,184020.186923,184020.186923,COMPRA E VENDA,2019,4
892484,21,Humaitá                   ,2,2.1,Zona Sul,4,BOTAFOGO                ,2,TERRITORIAL,61.7,502,1036700,2032500,COMPRA E VENDA,2019,3
892485,28,Jardim Botânico           ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,100,360,8530000,8530000,COMPRA E VENDA,2019,10
892486,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,100,5922,652796.74,652796.74,COMPRA E VENDA,2019,3
892487,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,100,653.5,170049585,170049585,COMPRA E VENDA,2019,9
892488,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,100,750,199999.99,199999.99,COMPRA E VENDA,2019,2
892489,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,100,678,90000.01,90000.01,COMPRA E VENDA,2019,5
892490,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,62.5,7313.5,1681000.01,5431000.04,COMPRA E VENDA,2019,12
892491,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,100,754,2073500,2073500,COMPRA E VENDA,2019,3
892492,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,7,TERRITORIAL,59.298571,683.285714,1034570.785714,2801603.57,COMPRA E VENDA,2019,10
892493,153,Pedra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,3,TERRITORIAL,100,323,76795.76,76795.76,COMPRA E VENDA,2019,5
892494,153,Pedra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,9,TERRITORIAL,100,381.888888,55436.334444,55436.334444,COMPRA E VENDA,2019,8
892495,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,6,TERRITORIAL,75,625.5,857364995,1114029.993333,COMPRA E VENDA,2019,4
892496,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,7,TERRITORIAL,74.055714,713,1370464.004285,2926817.51,COMPRA E VENDA,2019,5
892497,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,6,TERRITORIAL,84.298333,626.333333,1179325.001666,2120611.471666,COMPRA E VENDA,2019,8
892498,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,4,TERRITORIAL,76.4975,722,1219585.0125,2628950.3675,COMPRA E VENDA,2019,11
892499,153,Pedra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,2,TERRITORIAL,100,295,53474835,53474835,COMPRA E VENDA,2019,3
892500,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,9,TERRITORIAL,94.444444,541.777777,927777.78,988888.893333,COMPRA E VENDA,2019,2
892501,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,11,TERRITORIAL,85.363636,3853.545454,3632012.984545,3830116.722727,COMPRA E VENDA,2019,5
892502,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,7,TERRITORIAL,50.848571,5727.142857,633650.711428,7332971.057142,COMPRA E VENDA,2019,12
892503,152,Barra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,1,TERRITORIAL,13.55,425781,285767.63,2108986.2,COMPRA E VENDA,2019,2
892504,152,Barra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,1,TERRITORIAL,2.35,425781,52598.57,2238237.02,COMPRA E VENDA,2019,9
892505,152,Barra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,2,TERRITORIAL,0.1,16998,1200.91,1171290625,COMPRA E VENDA,2019,12
892506,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,23,TERRITORIAL,97.101304,1432.826086,145001.05826,158668.934347,COMPRA E VENDA,2019,1
892507,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,19,TERRITORIAL,97.368421,338.68421,69711.393684,71465.778421,COMPRA E VENDA,2019,8
892508,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,20,TERRITORIAL,85003,2890.45,247629.2255,334731.8015,COMPRA E VENDA,2019,11
892509,141,Bangu,5,5.1,Bangu,17,BANGU                   ,3,TERRITORIAL,100,427,39685.796666,39685.796666,COMPRA E VENDA,2019,7
892510,141,Bangu,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,225,94432.81,94432.81,COMPRA E VENDA,2019,10
892511,96,Cocotá                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,840,536035.51,536035.51,COMPRA E VENDA,2020,3
892512,49,Jardim América            ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,100,238,120488.54,120488.54,COMPRA E VENDA,2020,11
892513,114,Pavuna                    ,3,3.6,Pavuna,25,PAVUNA                  ,2,TERRITORIAL,100,181.5,60100315,60100315,COMPRA E VENDA,2020,9
892514,159,Parque Colúmbia           ,3,3.6,Pavuna,25,PAVUNA                  ,1,TERRITORIAL,100,360,51822.05,51822.05,COMPRA E VENDA,2020,12
892515,95,Praia da Bandeira         ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,914,468986.01,468986.01,COMPRA E VENDA,2020,1
892516,93,Cacuia                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,598,256759.99,256759.99,COMPRA E VENDA,2020,11
892517,43,Penha                     ,3,3.5,Penha,11,PENHA                   ,2,TERRITORIAL,100,348.5,203971.07,203971.07,COMPRA E VENDA,2020,1
892518,108,Parque Anchieta           ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,276,54767.7,54767.7,COMPRA E VENDA,2020,2
892519,108,Parque Anchieta           ,3,3.6,Pavuna,22,ANCHIETA                ,2,TERRITORIAL,100,232.5,45544.19,45544.19,COMPRA E VENDA,2020,9
892520,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,4,TERRITORIAL,38535,5553.25,502500,5094238395,COMPRA E VENDA,2019,7
892521,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,6,TERRITORIAL,86.426666,1810.333333,1483778.138333,1629566.55,COMPRA E VENDA,2019,10
892522,126,Joá                       ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,100,1350,1600000,1600000,COMPRA E VENDA,2019,5
892523,152,Barra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,1,TERRITORIAL,15.1,3900,154980.26,1026359.34,COMPRA E VENDA,2019,1
892524,4,Caju                      ,1,1.1,Centro,1,PORTUARIA               ,1,TERRITORIAL,100,30000,3493131.5,3493131.5,COMPRA E VENDA,2019,5
892525,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,15,TERRITORIAL,89.322666,25286.8,366362.850666,386268742,COMPRA E VENDA,2019,3
892526,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,17,TERRITORIAL,100,1710.411764,156822.979411,156822.979411,COMPRA E VENDA,2019,6
892527,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,13,TERRITORIAL,100,423.076923,115805.072307,115805.072307,COMPRA E VENDA,2019,9
892528,141,Bangu,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,128,29752.81,29752.81,COMPRA E VENDA,2019,2
892529,141,Bangu,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,225,60706.82,60706.82,COMPRA E VENDA,2019,5
892530,48,Vigário Geral             ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,88.89,335,60621.24,68198.04,COMPRA E VENDA,2020,12
892531,96,Cocotá                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,365,272440,272440,COMPRA E VENDA,2020,11
892532,76,Irajá                     ,3,3.3,Madureira,14,IRAJA                   ,1,TERRITORIAL,100,360,72800.01,72800.01,COMPRA E VENDA,2020,2
892533,107,Anchieta                  ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,368,82836,82836,COMPRA E VENDA,2020,11
892534,94,Pitangueiras              ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,360,109771.22,109771.22,COMPRA E VENDA,2020,9
892535,94,Pitangueiras              ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,392,123569.61,123569.61,COMPRA E VENDA,2020,12
892536,106,Guadalupe                 ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,225,54225.62,54225.62,COMPRA E VENDA,2020,11
892537,108,Parque Anchieta           ,3,3.6,Pavuna,22,ANCHIETA                ,2,TERRITORIAL,100,308,64779005,64779005,COMPRA E VENDA,2020,1
892538,108,Parque Anchieta           ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,241,40634.1,40634.1,COMPRA E VENDA,2020,10
892539,135,Vila Militar              ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,17.15,729,23461.21,136800.06,COMPRA E VENDA,2020,8
892540,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,2,TERRITORIAL,100,232.5,48588145,48588145,COMPRA E VENDA,2020,9
892541,89,Bento Ribeiro             ,3,3.3,Madureira,15,MADUREIRA               ,3,TERRITORIAL,100,418,112788.863333,112788.863333,COMPRA E VENDA,2020,11
892542,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,3,TERRITORIAL,100,127,23522.4,23522.4,COMPRA E VENDA,2020,9
892543,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,2,TERRITORIAL,100,5629,338533795,338533795,COMPRA E VENDA,2020,12
892544,108,Parque Anchieta           ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,259,54178.79,54178.79,COMPRA E VENDA,2020,12
892545,109,Ricardo de Albuquerque    ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,225,41964.79,41964.79,COMPRA E VENDA,2020,9
892546,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,2,TERRITORIAL,100,1060.5,237029.76,237029.76,COMPRA E VENDA,2020,2
892547,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,225,73603.2,73603.2,COMPRA E VENDA,2020,5
892548,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,385,124185.61,124185.61,COMPRA E VENDA,2020,12
892549,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,2,TERRITORIAL,100,152996,547474685,547474685,COMPRA E VENDA,2020,1
892550,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,1,TERRITORIAL,100,250,56356.96,56356.96,COMPRA E VENDA,2020,11
892551,84,Vaz Lobo                  ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,451,151351.21,151351.21,COMPRA E VENDA,2020,5
