objectid,codbairro,bairro,area_planejamento,cod_rp,rp,ra,regiao_adm,total_transações,uso,média_percentual_transferido,média_área_terreno,média_valor_transações,média_valor_imóvel,principal_transação_mercado,ano_transação,mês_transação
889058,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,70,TERRITORIAL,97.857142,182.4,77876.417714,80127.295571,COMPRA E VENDA,2012,6
889059,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,51,TERRITORIAL,98.098039,422,65312.873137,68599.453333,COMPRA E VENDA,2012,9
889060,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,70,TERRITORIAL,98.571428,490,91717.337571,92048012,COMPRA E VENDA,2012,12
889061,141,Bangu,5,5.1,Bangu,17,BANGU                   ,7,TERRITORIAL,100,188.857142,50180.091428,50180.091428,COMPRA E VENDA,2012,2
889062,141,Bangu,5,5.1,Bangu,17,BANGU                   ,7,TERRITORIAL,100,207.142857,52396.09,52396.09,COMPRA E VENDA,2012,5
889063,141,Bangu,5,5.1,Bangu,17,BANGU                   ,10,TERRITORIAL,100,217.5,144172313,144172313,COMPRA E VENDA,2012,8
889064,141,Bangu,5,5.1,Bangu,17,BANGU                   ,7,TERRITORIAL,100,322.142857,201774.452857,201774.452857,COMPRA E VENDA,2012,11
889065,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,2,TERRITORIAL,49,519,15879.3,32406.73,PROMESSA DE COMPRA E VENDA,2012,4
889066,98,Freguesia (Ilha)          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,945,334782.22,334782.22,COMPRA E VENDA,2013,9
889067,48,Vigário Geral             ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,100,390,71859.63,71859.63,COMPRA E VENDA,2013,5
889068,96,Cocotá                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,50,479,94355.62,188711.24,COMPRA E VENDA,2013,4
889069,96,Cocotá                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,75,448.5,128054645,175232455,COMPRA E VENDA,2013,7
889070,49,Jardim América            ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,100,300,45640.81,45640.81,COMPRA E VENDA,2013,3
889071,100,Jardim Carioca            ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,50,349,30071.92,60143.84,COMPRA E VENDA,2013,12
889072,114,Pavuna                    ,3,3.6,Pavuna,25,PAVUNA                  ,1,TERRITORIAL,100,225,141799.44,141799.44,COMPRA E VENDA,2013,1
889073,114,Pavuna                    ,3,3.6,Pavuna,25,PAVUNA                  ,3,TERRITORIAL,44.446666,214,89748.543333,149985.183333,COMPRA E VENDA,2013,4
889074,46,Cordovil                  ,3,3.5,Penha,31,VIGARIO GERAL           ,2,TERRITORIAL,100,487.5,62614.52,62614.52,COMPRA E VENDA,2013,3
889075,47,Parada de Lucas           ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,75,2783,431493.16,575324.21,COMPRA E VENDA,2013,1
889076,93,Cacuia                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,437,103606.17,103606.17,COMPRA E VENDA,2013,3
889077,76,Irajá                     ,3,3.3,Madureira,14,IRAJA                   ,1,TERRITORIAL,100,225,78950.76,78950.76,COMPRA E VENDA,2013,2
889078,76,Irajá                     ,3,3.3,Madureira,14,IRAJA                   ,1,TERRITORIAL,100,240,152567.29,152567.29,COMPRA E VENDA,2013,5
889079,107,Anchieta                  ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,416,11967.33,11967.33,COMPRA E VENDA,2013,1
889080,107,Anchieta                  ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,500,16951.45,16951.45,COMPRA E VENDA,2013,7
889081,94,Pitangueiras              ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,360,133607.81,133607.81,COMPRA E VENDA,2013,12
889082,45,Brás de Pina              ,3,3.5,Penha,11,PENHA                   ,3,TERRITORIAL,77.776666,648.333333,212790.2,240527.246666,COMPRA E VENDA,2013,3
889083,106,Guadalupe                 ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,225,50348.62,50348.62,COMPRA E VENDA,2013,5
889084,108,Parque Anchieta           ,3,3.6,Pavuna,22,ANCHIETA                ,2,TERRITORIAL,100,250.5,52779455,52779455,COMPRA E VENDA,2013,4
889085,108,Parque Anchieta           ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,260,39984.88,39984.88,COMPRA E VENDA,2013,7
889086,109,Ricardo de Albuquerque    ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,320,17878.45,17878.45,COMPRA E VENDA,2013,4
889087,86,Rocha Miranda             ,3,3.3,Madureira,15,MADUREIRA               ,2,TERRITORIAL,100,480,82511735,82511735,COMPRA E VENDA,2013,9
889088,86,Rocha Miranda             ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,400,109301.32,109301.32,COMPRA E VENDA,2013,12
889089,41,Ramos                     ,3,3.1,Ramos,10,RAMOS                   ,1,TERRITORIAL,100,832,209868.43,209868.43,COMPRA E VENDA,2013,1
889090,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,225,80325.69,80325.69,COMPRA E VENDA,2013,7
889091,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,2,TERRITORIAL,100,360,49703.83,49703.83,COMPRA E VENDA,2013,10
889092,72,Vila Kosmos               ,3,3.3,Madureira,14,IRAJA                   ,1,TERRITORIAL,100,231,48934.26,48934.26,COMPRA E VENDA,2013,12
889093,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,4,TERRITORIAL,100,345.25,27699115,27699115,COMPRA E VENDA,2013,3
889094,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,3,TERRITORIAL,100,352.666666,16018.073333,16018.073333,COMPRA E VENDA,2013,6
889095,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,3,TERRITORIAL,100,249.666666,22353.13,22353.13,COMPRA E VENDA,2013,9
889096,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,1,TERRITORIAL,100,250,24994.87,24994.87,COMPRA E VENDA,2013,12
889097,84,Vaz Lobo                  ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,770,131350.26,131350.26,COMPRA E VENDA,2013,3
889098,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,4,TERRITORIAL,100,127.5,35789.0575,35789.0575,COMPRA E VENDA,2013,2
889099,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,2,TERRITORIAL,100,278,152365.84,152365.84,COMPRA E VENDA,2013,5
889100,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,3,TERRITORIAL,100,316.666666,54047.413333,54047.413333,COMPRA E VENDA,2013,8
889101,54,Inhaúma                   ,3,3.4,Inhaúma,12,INHAUMA                 ,1,TERRITORIAL,100,112,78559.33,78559.33,COMPRA E VENDA,2013,1
889102,54,Inhaúma                   ,3,3.4,Inhaúma,12,INHAUMA                 ,1,TERRITORIAL,100,170,89453.3,89453.3,COMPRA E VENDA,2013,4
889103,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,1,TERRITORIAL,100,153,33023.51,33023.51,COMPRA E VENDA,2013,2
889104,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,5,TERRITORIAL,100,2186.2,162781128,162781128,COMPRA E VENDA,2013,9
889105,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,2,TERRITORIAL,100,155.5,31467.93,31467.93,COMPRA E VENDA,2013,12
889106,83,Madureira                 ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,3680,296865.88,296865.88,COMPRA E VENDA,2013,8
889107,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,3,TERRITORIAL,52.38,216829.666666,921487.346666,3083991.996666,COMPRA E VENDA,2013,6
889108,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,2,TERRITORIAL,100,7642.5,841208.47,841208.47,COMPRA E VENDA,2013,9
889109,142,Senador Camará            ,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,121,24363.26,24363.26,COMPRA E VENDA,2013,4
889110,142,Senador Camará            ,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,176,31446.4,31446.4,COMPRA E VENDA,2013,7
889111,142,Senador Camará            ,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,144,23372.32,23372.32,COMPRA E VENDA,2013,10
889112,80,Cavalcanti                ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,500,90563.68,90563.68,COMPRA E VENDA,2013,12
889113,69,Piedade                   ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,175,34461.29,34461.29,COMPRA E VENDA,2013,5
889114,69,Piedade                   ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,726,180487.61,180487.61,COMPRA E VENDA,2013,12
889115,125,Vila Valqueire            ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,588,182096.01,182096.01,COMPRA E VENDA,2013,3
889116,79,Quintino Bocaiúva         ,3,3.3,Madureira,15,MADUREIRA               ,3,TERRITORIAL,100,177.333333,66919.546666,66919.546666,COMPRA E VENDA,2013,11
889117,137,Jardim Sulacap            ,5,5.1,Bangu,33,REALENGO                ,2,TERRITORIAL,100,512.5,77758915,77758915,COMPRA E VENDA,2013,7
889118,137,Jardim Sulacap            ,5,5.1,Bangu,33,REALENGO                ,3,TERRITORIAL,83.333333,9190.666666,147619.063333,261135.063333,COMPRA E VENDA,2013,10
889119,78,Campinho                  ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,33,159,25552.7,77432.42,COMPRA E VENDA,2013,6
889120,70,Abolição                  ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,255,72937.83,72937.83,COMPRA E VENDA,2013,5
889121,145,Senador Vasconcelos       ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,1,TERRITORIAL,100,230,19275.21,19275.21,COMPRA E VENDA,2013,7
889122,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,9,TERRITORIAL,100,211.111111,45619.048888,45619.048888,COMPRA E VENDA,2013,3
889123,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,7,TERRITORIAL,92.857142,1088,63203.745714,95999.084285,COMPRA E VENDA,2013,6
889124,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,12,TERRITORIAL,100,229.583333,61266.291666,61266.291666,COMPRA E VENDA,2013,9
889125,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,15,TERRITORIAL,16.267333,18002.666666,64059.552666,1304623.878666,COMPRA E VENDA,2013,8
889126,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,4,TERRITORIAL,1.5625,15857.75,27663.66,1608463.73,COMPRA E VENDA,2013,11
889127,19,Cosme Velho               ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,406,420000,420000,COMPRA E VENDA,2013,9
889128,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,4,TERRITORIAL,75,387.25,119460385,164209.5475,COMPRA E VENDA,2013,1
889129,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,5,TERRITORIAL,86.6,295.6,136778476,163421562,COMPRA E VENDA,2013,5
889130,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,3,TERRITORIAL,100,270,189369.49,189369.49,COMPRA E VENDA,2013,8
889131,118,Cidade de Deus            ,4,4.1,Jacarepaguá,34,CIDADE DE DEUS          ,1,TERRITORIAL,100,360,73749.49,73749.49,COMPRA E VENDA,2013,5
889132,118,Cidade de Deus            ,4,4.1,Jacarepaguá,34,CIDADE DE DEUS          ,1,TERRITORIAL,100,360,39823.55,39823.55,COMPRA E VENDA,2013,11
889133,116,Anil                      ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,3,TERRITORIAL,66.666666,365.666666,111919.09,162561.216666,COMPRA E VENDA,2013,6
889134,116,Anil                      ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,3.17,10177,31422.4,991242.9,COMPRA E VENDA,2013,9
889135,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,3,TERRITORIAL,100,737,614853.68,614853.68,COMPRA E VENDA,2013,2
889136,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,13,TERRITORIAL,12.545384,5083.307692,491340.264615,1517355.496923,COMPRA E VENDA,2013,5
889137,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,6,TERRITORIAL,72.696666,4587.5,2403582015,2679719.926666,COMPRA E VENDA,2013,8
889138,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,7,TERRITORIAL,44.935714,4930.428571,112681.292857,363132.857142,COMPRA E VENDA,2013,3
889139,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,7,TERRITORIAL,23.395714,5923.714285,174453.114285,7103639.155714,COMPRA E VENDA,2013,10
889140,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,3,TERRITORIAL,100,3198.666666,1650000,1650000,COMPRA E VENDA,2013,6
889141,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,100,1295,899999.99,899999.99,COMPRA E VENDA,2013,9
889142,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,3,TERRITORIAL,68,3930.333333,1414666.663333,1606666.663333,COMPRA E VENDA,2013,12
889143,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,5,TERRITORIAL,100,637.6,3254005848,3254005848,COMPRA E VENDA,2013,4
889144,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,8,TERRITORIAL,87.5,2212.75,2145085.16125,3276650.15875,COMPRA E VENDA,2013,7
889145,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,16,TERRITORIAL,100,660.6875,1094219.66125,1094219.66125,COMPRA E VENDA,2013,10
