objectid,codbairro,bairro,area_planejamento,cod_rp,rp,ra,regiao_adm,total_transações,uso,média_percentual_transferido,média_área_terreno,média_valor_transações,média_valor_imóvel,principal_transação_mercado,ano_transação
377443,33,Tijuca                    ,2,2.2,Tijuca,8,TIJUCA                  ,6,TERRITORIAL,71.55,375,503931.763333,686265.586666,COMPRA E VENDA,2016
377444,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,11,TERRITORIAL,78.703636,1148.454545,544288.053636,635686.921818,COMPRA E VENDA,2016
377445,20,Botafogo                  ,2,2.1,Zona Sul,4,BOTAFOGO                ,14,TERRITORIAL,14.404285,125,79035715,657055.170714,COMPRA E VENDA,2016
377446,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,63,TERRITORIAL,96.580952,1587.253968,1928596.142222,2180672.691746,COMPRA E VENDA,2016
377447,31,São Conrado               ,2,2.1,Zona Sul,6,LAGOA                   ,5,TERRITORIAL,100,1122.8,818065.14,818065.14,COMPRA E VENDA,2016
377448,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,66,TERRITORIAL,65.396818,2517.893939,1559033.305757,4112212.063181,COMPRA E VENDA,2016
377449,13,Paquetá                   ,1,1.1,Centro,21,PAQUETA                 ,1,TERRITORIAL,100,1240,285749.99,285749.99,COMPRA E VENDA,2017
377450,49,Jardim América            ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,100,238,103057.51,103057.51,COMPRA E VENDA,2017
377451,159,Parque Colúmbia           ,3,3.6,Pavuna,25,PAVUNA                  ,2,TERRITORIAL,93.75,295.5,41950.31,44333175,COMPRA E VENDA,2017
377452,45,Brás de Pina              ,3,3.5,Penha,11,PENHA                   ,3,TERRITORIAL,77.776666,609,223979.393333,243198.19,COMPRA E VENDA,2017
377453,91,Ribeira                   ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,100,440,240390845,240390845,COMPRA E VENDA,2017
377454,114,Pavuna                    ,3,3.6,Pavuna,25,PAVUNA                  ,14,TERRITORIAL,79.902857,4037.846153,155701.263571,228452.050714,COMPRA E VENDA,2013
377455,107,Anchieta                  ,3,3.6,Pavuna,22,ANCHIETA                ,5,TERRITORIAL,100,328,14756.44,14756.44,COMPRA E VENDA,2013
377456,113,Costa Barros              ,3,3.6,Pavuna,25,PAVUNA                  ,1,TERRITORIAL,100,120,2207.06,2207.06,COMPRA E VENDA,2013
377457,109,Ricardo de Albuquerque    ,3,3.6,Pavuna,22,ANCHIETA                ,6,TERRITORIAL,100,367.5,30731.056666,30731.056666,COMPRA E VENDA,2013
377458,42,Olaria                    ,3,3.1,Ramos,10,RAMOS                   ,1,TERRITORIAL,85.71,403,331861.06,387190.6,COMPRA E VENDA,2013
377459,135,Vila Militar              ,5,5.1,Bangu,33,REALENGO                ,2,TERRITORIAL,75,359,68261755,84602165,COMPRA E VENDA,2013
377460,73,Vicente de Carvalho       ,3,3.3,Madureira,14,IRAJA                   ,1,TERRITORIAL,100,320,74949.88,74949.88,COMPRA E VENDA,2013
377461,89,Bento Ribeiro             ,3,3.3,Madureira,15,MADUREIRA               ,4,TERRITORIAL,75,296.75,41332.2725,58478.8325,COMPRA E VENDA,2013
377462,54,Inhaúma                   ,3,3.4,Inhaúma,12,INHAUMA                 ,3,TERRITORIAL,100,131.333333,73887.64,73887.64,COMPRA E VENDA,2013
377463,142,Senador Camará            ,5,5.1,Bangu,17,BANGU                   ,18,TERRITORIAL,100,202.222222,34013.853888,34013.853888,COMPRA E VENDA,2013
377464,71,Pilares                   ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,50015,2231.5,61624.45,240837335,COMPRA E VENDA,2013
377465,82,Cascadura                 ,3,3.3,Madureira,15,MADUREIRA               ,3,TERRITORIAL,100,675.666666,144521.183333,144521.183333,COMPRA E VENDA,2013
377466,145,Senador Vasconcelos       ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,8,TERRITORIAL,100,289.5,26836.81,26836.81,COMPRA E VENDA,2013
377467,65,Cachambi                  ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,100,1848,519609.09,519609.09,COMPRA E VENDA,2013
377468,66,Engenho de Dentro         ,3,3.2,Méier,13,MEIER                   ,3,TERRITORIAL,83.333333,244.666666,84256.49,94113.91,COMPRA E VENDA,2013
377469,58,Rocha                     ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,1892,730739.46,730739.46,COMPRA E VENDA,2013
377470,59,Riachuelo                 ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,50,592,157186.03,314372.06,COMPRA E VENDA,2013
377471,8,Cidade Nova               ,1,1.1,Centro,3,RIO COMPRIDO            ,3,TERRITORIAL,100,393.666666,205239.533333,205239.533333,COMPRA E VENDA,2013
377472,14,Santa Teresa              ,1,1.1,Centro,23,SANTA TEREZA            ,5,TERRITORIAL,90,4056.8,403200002,409200004,COMPRA E VENDA,2013
377473,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,455,TERRITORIAL,90.222725,3622.384615,54898.784021,175296.266857,COMPRA E VENDA,2013
377474,19,Cosme Velho               ,2,2.1,Zona Sul,4,BOTAFOGO                ,3,TERRITORIAL,79.166666,443,231666.67,340000.01,COMPRA E VENDA,2013
377475,24,Copacabana                ,2,2.1,Zona Sul,5,COPACABANA              ,1,TERRITORIAL,50,782,49999.99,99999.98,COMPRA E VENDA,2013
377476,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,28,TERRITORIAL,90.351428,3310.785714,1261925.9875,1805826.496785,COMPRA E VENDA,2013
377477,26,Leblon                    ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,100,1066,9100000.01,9100000.01,COMPRA E VENDA,2013
377478,126,Joá                       ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,4,TERRITORIAL,100,731.5,1237499.9925,1237499.9925,COMPRA E VENDA,2013
377479,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,8,TERRITORIAL,95.5,261.5,95864145,100397.55375,COMPRA E VENDA,2017
377480,88,Osvaldo Cruz              ,3,3.3,Madureira,15,MADUREIRA               ,2,TERRITORIAL,100,1715,379665.01,379665.01,COMPRA E VENDA,2017
377481,125,Vila Valqueire            ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,4,TERRITORIAL,96.8275,740.25,254656.7175,267504275,COMPRA E VENDA,2017
377482,137,Jardim Sulacap            ,5,5.1,Bangu,33,REALENGO                ,7,TERRITORIAL,100,1365.142857,334883.762857,334883.762857,COMPRA E VENDA,2017
377483,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,53,TERRITORIAL,99.528301,1228.943396,79172.703584,79302.711132,COMPRA E VENDA,2017
377484,124,Praça Seca                ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,6,TERRITORIAL,100,354.833333,99749.991666,99749.991666,COMPRA E VENDA,2017
377485,5,Centro                    ,1,1.1,Centro,2,CENTRO                  ,4,TERRITORIAL,66.6675,460.25,7686513.75,14881571685,COMPRA E VENDA,2017
377486,1,Saúde                     ,1,1.1,Centro,1,PORTUARIA               ,2,TERRITORIAL,35,2558,912911.99,2608319.96,COMPRA E VENDA,2017
377487,67,Água Santa                ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,66665,296,85730665,147377.24,COMPRA E VENDA,2017
377488,16,Glória                    ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,324,1684999.99,1684999.99,COMPRA E VENDA,2017
377489,9,Estácio                   ,1,1.1,Centro,3,RIO COMPRIDO            ,1,TERRITORIAL,100,218,112559.99,112559.99,COMPRA E VENDA,2017
377490,38,Grajaú                    ,2,2.2,Tijuca,9,VILA ISABEL             ,1,TERRITORIAL,100,1288,669999.99,669999.99,COMPRA E VENDA,2017
377491,18,Catete                    ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,1411,7500000,7500000,COMPRA E VENDA,2017
377492,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,12,TERRITORIAL,100,462.75,139170.891666,139170.891666,COMPRA E VENDA,2017
377493,118,Cidade de Deus            ,4,4.1,Jacarepaguá,34,CIDADE DE DEUS          ,3,TERRITORIAL,94.666666,1186.333333,130001.22,145683.993333,COMPRA E VENDA,2017
377494,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,31,TERRITORIAL,83.750322,3911.838709,3010915.740967,3153226.098709,COMPRA E VENDA,2017
377495,29,Gávea                     ,2,2.1,Zona Sul,6,LAGOA                   ,2,TERRITORIAL,51.5,552.5,1020000005,4900000165,COMPRA E VENDA,2017
377496,25,Ipanema                   ,2,2.1,Zona Sul,6,LAGOA                   ,4,TERRITORIAL,100,141.5,3547820.21,3547820.21,COMPRA E VENDA,2017
377497,153,Pedra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,13,TERRITORIAL,96.153846,426.76923,71414.293846,78980.184615,COMPRA E VENDA,2017
377498,114,Pavuna                    ,3,3.6,Pavuna,25,PAVUNA                  ,8,TERRITORIAL,100,215625,56084.27625,56084.27625,COMPRA E VENDA,2018
377499,47,Parada de Lucas           ,3,3.5,Penha,31,VIGARIO GERAL           ,4,TERRITORIAL,100,846.5,285266.2125,285266.2125,COMPRA E VENDA,2018
377500,107,Anchieta                  ,3,3.6,Pavuna,22,ANCHIETA                ,1,TERRITORIAL,100,302,45837.99,45837.99,COMPRA E VENDA,2018
377501,109,Ricardo de Albuquerque    ,3,3.6,Pavuna,22,ANCHIETA                ,3,TERRITORIAL,100,301,50779.306666,50779.306666,COMPRA E VENDA,2018
377502,135,Vila Militar              ,5,5.1,Bangu,33,REALENGO                ,4,TERRITORIAL,100,336.5,77700.0075,77700.0075,COMPRA E VENDA,2018
377503,41,Ramos                     ,3,3.1,Ramos,10,RAMOS                   ,1,TERRITORIAL,100,295,42640.64,42640.64,COMPRA E VENDA,2018
377504,123,Tanque                    ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,12,TERRITORIAL,95.833333,707.090909,236635.55,242735.099166,COMPRA E VENDA,2014
377505,62,Lins de Vasconcelos       ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,225,10329.24,10329.24,COMPRA E VENDA,2014
377506,32,Praça da Bandeira         ,2,2.2,Tijuca,8,TIJUCA                  ,2,TERRITORIAL,100,461,334471.32,334471.32,COMPRA E VENDA,2014
377507,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,39,TERRITORIAL,67.238205,3871.384615,609068.791794,722668.064736,COMPRA E VENDA,2014
377508,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,65,TERRITORIAL,17.577076,17267.384615,174365.817692,3357146.666307,COMPRA E VENDA,2014
377509,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,33,TERRITORIAL,86.057878,382.212121,232435.912727,261956.761515,COMPRA E VENDA,2014
377510,150,Sepetiba                  ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,1,TERRITORIAL,100,860,104176.64,104176.64,COMPRA E VENDA,2014
377511,129,Camorim                   ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,8.5,16196,230045.69,2706419.88,COMPRA E VENDA,2014
377512,28,Jardim Botânico           ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,50,830,1248082.11,2496164.22,COMPRA E VENDA,2014
377513,31,São Conrado               ,2,2.1,Zona Sul,6,LAGOA                   ,4,TERRITORIAL,100,1582.75,547500,547500,COMPRA E VENDA,2014
377514,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,162,TERRITORIAL,61.956851,2969.530864,11850755.287777,23822963.563086,COMPRA E VENDA,2014
377515,152,Barra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,4,TERRITORIAL,100,600,78737075,78737075,COMPRA E VENDA,2014
377516,13,Paquetá                   ,1,1.1,Centro,21,PAQUETA                 ,2,TERRITORIAL,100,1721.5,318895335,318895335,COMPRA E VENDA,2015
377517,102,Moneró                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,50,360,118909.17,237818.34,COMPRA E VENDA,2015
377518,159,Parque Colúmbia           ,3,3.6,Pavuna,25,PAVUNA                  ,4,TERRITORIAL,100,304.75,84476.1275,84476.1275,COMPRA E VENDA,2015
377519,107,Anchieta                  ,3,3.6,Pavuna,22,ANCHIETA                ,5,TERRITORIAL,90,303.4,41603958,43887.11,COMPRA E VENDA,2015
377520,91,Ribeira                   ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,100,364,149235.11,149235.11,COMPRA E VENDA,2015
377521,108,Parque Anchieta           ,3,3.6,Pavuna,22,ANCHIETA                ,9,TERRITORIAL,96.388888,267.333333,79294.536666,83132.497777,COMPRA E VENDA,2015
377522,109,Ricardo de Albuquerque    ,3,3.6,Pavuna,22,ANCHIETA                ,6,TERRITORIAL,91.666666,290.833333,27157.286666,30475.483333,COMPRA E VENDA,2015
377523,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,24,TERRITORIAL,89.930416,527.521739,106237.599166,128452.497083,COMPRA E VENDA,2015
377524,73,Vicente de Carvalho       ,3,3.3,Madureira,14,IRAJA                   ,2,TERRITORIAL,100,10230,704452.96,704452.96,COMPRA E VENDA,2015
377525,156,Complexo do Alemão        ,3,3.4,Inhaúma,29,COMPLEXO DO ALEMÃO      ,1,TERRITORIAL,100,230,196490.44,196490.44,COMPRA E VENDA,2015
377526,56,Tomás Coelho              ,3,3.4,Inhaúma,12,INHAUMA                 ,1,TERRITORIAL,100,67735,91758.08,91758.08,COMPRA E VENDA,2015
377527,88,Osvaldo Cruz              ,3,3.3,Madureira,15,MADUREIRA               ,2,TERRITORIAL,83335,547.5,92339445,120994545,COMPRA E VENDA,2015
377528,4,Caju                      ,1,1.1,Centro,1,PORTUARIA               ,2,TERRITORIAL,50,2162.5,256900.59,513801.18,COMPRA E VENDA,2013
377529,141,Bangu,5,5.1,Bangu,17,BANGU                   ,72,TERRITORIAL,96.315972,327.859154,151763.00125,156477.432916,COMPRA E VENDA,2013
377530,97,Bancários                 ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,3,TERRITORIAL,100,387,330018.876666,330018.876666,COMPRA E VENDA,2014
377531,48,Vigário Geral             ,3,3.5,Penha,31,VIGARIO GERAL           ,2,TERRITORIAL,75,326,15738.95,21121075,COMPRA E VENDA,2014
377532,100,Jardim Carioca            ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,6,TERRITORIAL,100,461.833333,236541.663333,236541.663333,COMPRA E VENDA,2014
377533,44,Penha Circular            ,3,3.5,Penha,11,PENHA                   ,4,TERRITORIAL,87.5,4245,1034773.6025,1947642.9175,COMPRA E VENDA,2014
377534,76,Irajá                     ,3,3.3,Madureira,14,IRAJA                   ,5,TERRITORIAL,90,5678.8,396356484,408777914,COMPRA E VENDA,2014
377535,94,Pitangueiras              ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,3,TERRITORIAL,66.666666,466.666666,133896.573333,170785.953333,COMPRA E VENDA,2014
377536,43,Penha                     ,3,3.5,Penha,11,PENHA                   ,2,TERRITORIAL,66665,237.5,86593.56,124374755,COMPRA E VENDA,2014
377537,75,Vista Alegre              ,3,3.3,Madureira,14,IRAJA                   ,2,TERRITORIAL,100,245.5,86320685,86320685,COMPRA E VENDA,2014
377538,90,Marechal Hermes           ,3,3.3,Madureira,15,MADUREIRA               ,3,TERRITORIAL,33.473333,837,22333.95,257816.176666,COMPRA E VENDA,2014
377539,55,Engenho da Rainha         ,3,3.4,Inhaúma,12,INHAUMA                 ,2,TERRITORIAL,56.85,310,58629.19,88274.53,COMPRA E VENDA,2014
377540,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,17,TERRITORIAL,88.235294,443.588235,74922.817647,95575.8,COMPRA E VENDA,2014
377541,138,Magalhães Bastos          ,5,5.1,Bangu,33,REALENGO                ,2,TERRITORIAL,56.25,504,58813.46,145461525,COMPRA E VENDA,2014
377542,69,Piedade                   ,3,3.2,Méier,13,MEIER                   ,5,TERRITORIAL,100,5039.6,208758.82,208758.82,COMPRA E VENDA,2014
377543,155,Jacarezinho               ,3,3.2,Méier,28,JACAREZINHO             ,2,TERRITORIAL,100,367,79148.07,79148.07,COMPRA E VENDA,2014
377544,12,Benfica                   ,1,1.1,Centro,7,SAO CRISTOVAO           ,1,TERRITORIAL,100,176,90896.87,90896.87,COMPRA E VENDA,2014
377545,68,Encantado                 ,3,3.2,Méier,13,MEIER                   ,5,TERRITORIAL,90,1584.6,190942198,217290422,COMPRA E VENDA,2014
377546,2,Gamboa                    ,1,1.1,Centro,1,PORTUARIA               ,2,TERRITORIAL,100,535,283316.75,283316.75,COMPRA E VENDA,2014
377547,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,29,TERRITORIAL,90.233103,1921.137931,688421.748965,1166344.394827,COMPRA E VENDA,2014
377548,36,Vila Isabel               ,2,2.2,Tijuca,9,VILA ISABEL             ,4,TERRITORIAL,100,459.75,1180500.0075,1180500.0075,COMPRA E VENDA,2014
377549,7,Rio Comprido              ,1,1.1,Centro,3,RIO COMPRIDO            ,5,TERRITORIAL,85,382.4,53178,58416.15,COMPRA E VENDA,2014
377550,33,Tijuca                    ,2,2.2,Tijuca,8,TIJUCA                  ,3,TERRITORIAL,77.766666,709.666666,2009609.61,2035770.116666,COMPRA E VENDA,2014
377551,34,Alto da Boa Vista         ,2,2.2,Tijuca,8,TIJUCA                  ,3,TERRITORIAL,100,3010,477590.103333,477590.103333,COMPRA E VENDA,2014
377552,20,Botafogo                  ,2,2.1,Zona Sul,4,BOTAFOGO                ,12,TERRITORIAL,90.490833,827.5,4965542.756666,6961864.983333,COMPRA E VENDA,2014
377553,156,Complexo do Alemão        ,3,3.4,Inhaúma,29,COMPLEXO DO ALEMÃO      ,1,TERRITORIAL,100,297,34395.58,34395.58,COMPRA E VENDA,2018
377554,89,Bento Ribeiro             ,3,3.3,Madureira,15,MADUREIRA               ,4,TERRITORIAL,87.5,423.75,110138.5925,128893.04,COMPRA E VENDA,2018
377555,54,Inhaúma                   ,3,3.4,Inhaúma,12,INHAUMA                 ,1,TERRITORIAL,100,275,105580.8,105580.8,COMPRA E VENDA,2018
377556,83,Madureira                 ,3,3.3,Madureira,15,MADUREIRA               ,3,TERRITORIAL,83.333333,2421,46447.303333,86487.306666,COMPRA E VENDA,2018
377557,50,Higienópolis              ,3,3.4,Inhaúma,12,INHAUMA                 ,1,TERRITORIAL,100,370,7069.72,7069.72,COMPRA E VENDA,2018
377558,145,Senador Vasconcelos       ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,6,TERRITORIAL,100,163.166666,33087.446666,33087.446666,COMPRA E VENDA,2018
377559,146,Inhoaíba                  ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,7,TERRITORIAL,100,490,90109.518571,90109.518571,COMPRA E VENDA,2018
377560,3,Santo Cristo              ,1,1.1,Centro,1,PORTUARIA               ,1,TERRITORIAL,100,280,156000,156000,COMPRA E VENDA,2018
377561,61,Engenho Novo              ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,94,14039.99,14039.99,COMPRA E VENDA,2018
377562,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,19,TERRITORIAL,75.608947,3804.157894,161077.49,362609.038947,COMPRA E VENDA,2018
377563,35,Maracanã                  ,2,2.2,Tijuca,9,VILA ISABEL             ,2,TERRITORIAL,3.42,1207,205233.53,6000980.41,COMPRA E VENDA,2018
377564,14,Santa Teresa              ,1,1.1,Centro,23,SANTA TEREZA            ,3,TERRITORIAL,100,400.333333,365189.993333,365189.993333,COMPRA E VENDA,2018
377565,19,Cosme Velho               ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,71737,1490856.01,1490856.01,COMPRA E VENDA,2018
377566,116,Anil                      ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,9,TERRITORIAL,86.111111,415.25,157555.817777,185297.822222,COMPRA E VENDA,2018
377567,24,Copacabana                ,2,2.1,Zona Sul,5,COPACABANA              ,4,TERRITORIAL,75,263.75,2079750245,3075999.23,COMPRA E VENDA,2018
377568,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,6,TERRITORIAL,70.85,6960.166666,454291835,1188568995,COMPRA E VENDA,2018
377569,141,Bangu,5,5.1,Bangu,17,BANGU                   ,26,TERRITORIAL,97.451153,349.692307,105769.966923,108143.176153,COMPRA E VENDA,2018
377570,48,Vigário Geral             ,3,3.5,Penha,31,VIGARIO GERAL           ,6,TERRITORIAL,100,357.5,74242995,74242995,COMPRA E VENDA,2019
377571,100,Jardim Carioca            ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,90,420,206402705,238801505,COMPRA E VENDA,2019
377572,99,Jardim Guanabara          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,3,TERRITORIAL,100,468.333333,311767.963333,311767.963333,COMPRA E VENDA,2019
377573,76,Irajá                     ,3,3.3,Madureira,14,IRAJA                   ,1,TERRITORIAL,100,237,118689.99,118689.99,COMPRA E VENDA,2019
377574,43,Penha                     ,3,3.5,Penha,11,PENHA                   ,3,TERRITORIAL,100,234,128124.473333,128124.473333,COMPRA E VENDA,2019
377575,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,6,TERRITORIAL,79.166666,225.333333,63663.598333,88294.793333,COMPRA E VENDA,2019
