objectid,codbairro,bairro,area_planejamento,cod_rp,rp,ra,regiao_adm,total_transações,uso,média_percentual_transferido,média_área_terreno,média_valor_transações,média_valor_imóvel,principal_transação_mercado,ano_transação
378012,58,Rocha                     ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,756,241920,241920,COMPRA E VENDA,2023
378013,3,Santo Cristo              ,1,1.1,Centro,1,PORTUARIA               ,6,TERRITORIAL,96.183333,1403.2,3619871.336666,4500239.806666,COMPRA E VENDA,2023
378014,38,Grajaú                    ,2,2.2,Tijuca,9,VILA ISABEL             ,1,TERRITORIAL,100,980,241000,241000,COMPRA E VENDA,2023
378015,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,142,TERRITORIAL,95.56007,3336.661971,133523.383098,185503.972535,COMPRA E VENDA,2023
378016,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,22,TERRITORIAL,87.187272,8057.772727,1894002.947727,2302951.694545,COMPRA E VENDA,2023
378017,24,Copacabana                ,2,2.1,Zona Sul,5,COPACABANA              ,1,TERRITORIAL,100,444,8467000,8467000,COMPRA E VENDA,2023
378018,25,Ipanema                   ,2,2.1,Zona Sul,6,LAGOA                   ,8,TERRITORIAL,20,217.5,1574980895,7501308.9325,COMPRA E VENDA,2023
378019,153,Pedra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,10,TERRITORIAL,95,337.4,65765333,71138701,COMPRA E VENDA,2023
378020,126,Joá                       ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,3,TERRITORIAL,100,860,3854999.996666,3854999.996666,COMPRA E VENDA,2023
378021,4,Caju                      ,1,1.1,Centro,1,PORTUARIA               ,1,TERRITORIAL,100,19594,3590482.89,3590482.89,COMPRA E VENDA,2023
378022,141,Bangu,5,5.1,Bangu,17,BANGU                   ,8,TERRITORIAL,100,4768.75,909813.73875,909813.73875,COMPRA E VENDA,2023
378023,97,Bancários                 ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,367,108144.96,108144.96,COMPRA E VENDA,2024
378024,114,Pavuna                    ,3,3.6,Pavuna,25,PAVUNA                  ,13,TERRITORIAL,100,125,30800.480769,30800.480769,COMPRA E VENDA,2024
378025,47,Parada de Lucas           ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,100,15502,2245763.5,2245763.5,COMPRA E VENDA,2024
378026,44,Penha Circular            ,3,3.5,Penha,11,PENHA                   ,2,TERRITORIAL,100,592.5,336840.53,336840.53,COMPRA E VENDA,2024
378027,76,Irajá                     ,3,3.3,Madureira,14,IRAJA                   ,1,TERRITORIAL,100,480,160048.2,160048.2,COMPRA E VENDA,2024
378028,92,Zumbi                     ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,519,308140.01,308140.01,COMPRA E VENDA,2024
378029,41,Ramos                     ,3,3.1,Ramos,10,RAMOS                   ,3,TERRITORIAL,100,3460.333333,782813.703333,782813.703333,COMPRA E VENDA,2024
378030,90,Marechal Hermes           ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,1252,670221.54,670221.54,COMPRA E VENDA,2024
378031,54,Inhaúma                   ,3,3.4,Inhaúma,12,INHAUMA                 ,1,TERRITORIAL,100,460,112275.08,112275.08,COMPRA E VENDA,2024
378032,83,Madureira                 ,3,3.3,Madureira,15,MADUREIRA               ,5,TERRITORIAL,100,378.6,548231086,548231086,COMPRA E VENDA,2024
378033,82,Cascadura                 ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,585,217854.01,217854.01,COMPRA E VENDA,2024
378034,66,Engenho de Dentro         ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,25,440,23218.01,92872.04,COMPRA E VENDA,2024
378035,146,Inhoaíba                  ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,5,TERRITORIAL,61918,159492.8,453948154,3678568982,COMPRA E VENDA,2024
378036,2,Gamboa                    ,1,1.1,Centro,1,PORTUARIA               ,1,TERRITORIAL,100,5350,5002074.02,5002074.02,COMPRA E VENDA,2024
378037,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,15,TERRITORIAL,11.068666,130822,620076.527333,4582978.746666,COMPRA E VENDA,2017
378038,20,Botafogo                  ,2,2.1,Zona Sul,4,BOTAFOGO                ,2,TERRITORIAL,100,710.5,4957499995,4957499995,COMPRA E VENDA,2017
378039,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,108,TERRITORIAL,92.538888,1793.101851,3777464.563518,5016399.727407,COMPRA E VENDA,2017
378040,31,São Conrado               ,2,2.1,Zona Sul,6,LAGOA                   ,4,TERRITORIAL,100,961.25,643250,643250,COMPRA E VENDA,2017
378041,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,115,TERRITORIAL,55.862086,2170.547826,1101031.686782,3759401.709826,COMPRA E VENDA,2017
378042,152,Barra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,1,TERRITORIAL,3.97,508883,71048.28,1789629.22,COMPRA E VENDA,2017
378043,49,Jardim América            ,3,3.5,Penha,31,VIGARIO GERAL           ,2,TERRITORIAL,100,230,76556.98,76556.98,COMPRA E VENDA,2018
378044,45,Brás de Pina              ,3,3.5,Penha,11,PENHA                   ,2,TERRITORIAL,100,325,64409.76,64409.76,COMPRA E VENDA,2018
378045,108,Parque Anchieta           ,3,3.6,Pavuna,22,ANCHIETA                ,3,TERRITORIAL,100,276.666666,48682.403333,48682.403333,COMPRA E VENDA,2018
378046,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,6,TERRITORIAL,100,246.666666,77450.996666,77450.996666,COMPRA E VENDA,2018
378047,85,Turiaçú                   ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,430,257400.01,257400.01,COMPRA E VENDA,2018
378048,142,Senador Camará            ,5,5.1,Bangu,17,BANGU                   ,16,TERRITORIAL,93.75,292.071428,59623.054375,60992.018125,COMPRA E VENDA,2018
378049,53,Del Castilho              ,3,3.4,Inhaúma,12,INHAUMA                 ,3,TERRITORIAL,100,880,138996,138996,COMPRA E VENDA,2018
378050,125,Vila Valqueire            ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,5,TERRITORIAL,100,632.4,200142.8,200142.8,COMPRA E VENDA,2018
378051,137,Jardim Sulacap            ,5,5.1,Bangu,33,REALENGO                ,2,TERRITORIAL,100,560,106627.5,106627.5,COMPRA E VENDA,2018
378052,124,Praça Seca                ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,953.5,237480,237480,COMPRA E VENDA,2018
378053,64,Todos os Santos           ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,580,271440,271440,COMPRA E VENDA,2018
378054,58,Rocha                     ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,213,80079.99,80079.99,COMPRA E VENDA,2018
378055,67,Água Santa                ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,100,13064.5,2032900985,2032900985,COMPRA E VENDA,2018
378056,38,Grajaú                    ,2,2.2,Tijuca,9,VILA ISABEL             ,1,TERRITORIAL,100,82,255000,255000,COMPRA E VENDA,2018
378057,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,188,TERRITORIAL,95.614308,2428.486631,81829.551276,140988.536096,COMPRA E VENDA,2018
378058,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,6,TERRITORIAL,87.5,315,101168.101666,111909.6,COMPRA E VENDA,2018
378059,118,Cidade de Deus            ,4,4.1,Jacarepaguá,34,CIDADE DE DEUS          ,2,TERRITORIAL,52.5,1875.5,47545295,187219805,COMPRA E VENDA,2018
378060,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,23,TERRITORIAL,88.575217,7605.869565,587017.667826,944272.656956,COMPRA E VENDA,2018
378061,117,Gardênia Azul             ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,5237.5,69574.99,69574.99,COMPRA E VENDA,2018
378062,61,Engenho Novo              ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,4394,1743932.75,1743932.75,COMPRA E VENDA,2024
378063,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,26,TERRITORIAL,96.153846,3431.538461,468879.351923,484198.650384,COMPRA E VENDA,2024
378064,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,16,TERRITORIAL,100,1240.8125,684310.471875,684310.471875,COMPRA E VENDA,2024
378065,36,Vila Isabel               ,2,2.2,Tijuca,9,VILA ISABEL             ,5,TERRITORIAL,100,185.6,576669406,576669406,COMPRA E VENDA,2024
378066,37,Andaraí                   ,2,2.2,Tijuca,9,VILA ISABEL             ,3,TERRITORIAL,100,264,773666.653333,773666.653333,COMPRA E VENDA,2024
378067,17,Laranjeiras               ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,687,1068999.99,1068999.99,COMPRA E VENDA,2024
378068,116,Anil                      ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,54.5,9153,156974.1,735649165,COMPRA E VENDA,2024
378069,21,Humaitá                   ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,663,1659999.98,1659999.98,COMPRA E VENDA,2024
378070,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,95,TERRITORIAL,89.599578,3368.157894,363225.398842,472042.734315,COMPRA E VENDA,2024
378071,26,Leblon                    ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,100,1275,83412346.34,83412346.34,COMPRA E VENDA,2024
378072,30,Vidigal                   ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,100,510,308000.02,308000.02,COMPRA E VENDA,2024
378073,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,223,TERRITORIAL,97.982062,1136.650224,128557.360358,129626.744349,COMPRA E VENDA,2024
378074,101,Tauá                      ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,533,172210.51,172210.51,COMPRA E VENDA,2025
378075,99,Jardim Guanabara          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,100,496.5,656316.98,656316.98,COMPRA E VENDA,2025
378076,94,Pitangueiras              ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,100,363.5,239446.91,239446.91,COMPRA E VENDA,2025
378077,43,Penha                     ,3,3.5,Penha,11,PENHA                   ,3,TERRITORIAL,100,1611.666666,1096375.483333,1096375.483333,COMPRA E VENDA,2025
378078,112,Barros Filho              ,3,3.6,Pavuna,25,PAVUNA                  ,3,TERRITORIAL,100,9306,714252.27,714252.27,COMPRA E VENDA,2025
378079,157,Maré                      ,3,3.1,Ramos,30,COMPLEXO DA MARE        ,1,TERRITORIAL,100,18938,1117470.43,1117470.43,COMPRA E VENDA,2025
378080,86,Rocha Miranda             ,3,3.3,Madureira,15,MADUREIRA               ,3,TERRITORIAL,100,680,175966.266666,175966.266666,COMPRA E VENDA,2025
378081,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,5,TERRITORIAL,60.4,4211.8,304147.61,327786038,COMPRA E VENDA,2025
378082,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,14,TERRITORIAL,96.428571,163.571428,55391.918571,58328955,COMPRA E VENDA,2025
378083,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,3,TERRITORIAL,76.666666,230.666666,34811.293333,51575.173333,COMPRA E VENDA,2025
378084,69,Piedade                   ,3,3.2,Méier,13,MEIER                   ,9,TERRITORIAL,100,743.666666,297950.036666,297950.036666,COMPRA E VENDA,2025
378085,51,Jacaré                    ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,100,315,110990.89,110990.89,COMPRA E VENDA,2025
378086,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,14,TERRITORIAL,94.642857,971.785714,529186.376428,551629.322142,COMPRA E VENDA,2017
378087,7,Rio Comprido              ,1,1.1,Centro,3,RIO COMPRIDO            ,1,TERRITORIAL,100,458,79488,79488,COMPRA E VENDA,2017
378088,37,Andaraí                   ,2,2.2,Tijuca,9,VILA ISABEL             ,5,TERRITORIAL,100,540.2,1076474994,1076474994,COMPRA E VENDA,2017
378089,17,Laranjeiras               ,2,2.1,Zona Sul,4,BOTAFOGO                ,2,TERRITORIAL,100,482,577900.57,577900.57,COMPRA E VENDA,2017
378090,34,Alto da Boa Vista         ,2,2.2,Tijuca,8,TIJUCA                  ,3,TERRITORIAL,100,415.333333,257333.336666,257333.336666,COMPRA E VENDA,2017
378091,116,Anil                      ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,8,TERRITORIAL,87.5,366625,146628.88375,167471.13375,COMPRA E VENDA,2017
378092,21,Humaitá                   ,2,2.1,Zona Sul,4,BOTAFOGO                ,2,TERRITORIAL,40165,2070,1526933.28,3801651.39,COMPRA E VENDA,2017
378093,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,14,TERRITORIAL,47.181428,4787.142857,261996.008571,750902715,COMPRA E VENDA,2017
378094,27,Lagoa                     ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,50,1427,1999999.99,3999999.98,COMPRA E VENDA,2017
378095,30,Vidigal                   ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,100,400,500000,500000,COMPRA E VENDA,2017
378096,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,351,TERRITORIAL,91.560341,2193.757834,106869.072507,149842.17943,COMPRA E VENDA,2017
378097,98,Freguesia (Ilha)          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,100,461.5,144484545,144484545,COMPRA E VENDA,2018
378098,101,Tauá                      ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,11,TERRITORIAL,50.35,317.454545,75842.48909,107307.462727,COMPRA E VENDA,2018
378099,99,Jardim Guanabara          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,4,TERRITORIAL,68.75,478.5,275204.26,383566.6725,COMPRA E VENDA,2018
378100,111,Acari                     ,3,3.6,Pavuna,25,PAVUNA                  ,1,TERRITORIAL,100,350,43012.21,43012.21,COMPRA E VENDA,2018
378101,110,Coelho Neto               ,3,3.6,Pavuna,25,PAVUNA                  ,2,TERRITORIAL,100,1708,269685,269685,COMPRA E VENDA,2018
378102,77,Colégio                   ,3,3.3,Madureira,14,IRAJA                   ,1,TERRITORIAL,50,500,52779.99,105559.98,COMPRA E VENDA,2018
378103,72,Vila Kosmos               ,3,3.3,Madureira,14,IRAJA                   ,1,TERRITORIAL,100,318,131975.99,131975.99,COMPRA E VENDA,2018
378104,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,12,TERRITORIAL,90.2775,4602.916666,202734.22,228764.045833,COMPRA E VENDA,2018
378105,84,Vaz Lobo                  ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,254,171600.01,171600.01,COMPRA E VENDA,2018
378106,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,15,TERRITORIAL,100,190.133333,32887.524666,32887.524666,COMPRA E VENDA,2018
378107,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,37,TERRITORIAL,91.659729,13841.027027,190815.053513,370854.292432,COMPRA E VENDA,2018
378108,52,Maria da Graça            ,3,3.4,Inhaúma,12,INHAUMA                 ,1,TERRITORIAL,100,330,155610.02,155610.02,COMPRA E VENDA,2018
378109,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,31,TERRITORIAL,96.774193,727.935483,52871.366129,54114.166774,COMPRA E VENDA,2018
378110,153,Pedra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,8,TERRITORIAL,93.75,343.25,50661.3225,56331.27375,COMPRA E VENDA,2018
378111,126,Joá                       ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,100,1262.5,11899999985,11899999985,COMPRA E VENDA,2018
378112,97,Bancários                 ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,100,414.5,133403205,133403205,COMPRA E VENDA,2019
378113,114,Pavuna                    ,3,3.6,Pavuna,25,PAVUNA                  ,5,TERRITORIAL,100,245.4,50533.07,50533.07,COMPRA E VENDA,2019
378114,106,Guadalupe                 ,3,3.6,Pavuna,22,ANCHIETA                ,4,TERRITORIAL,87.5,955,57529.4175,65032.45,COMPRA E VENDA,2019
378115,42,Olaria                    ,3,3.1,Ramos,10,RAMOS                   ,1,TERRITORIAL,100,204,123551.99,123551.99,COMPRA E VENDA,2019
378116,135,Vila Militar              ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,50,287,23400.01,46800.02,COMPRA E VENDA,2019
378117,41,Ramos                     ,3,3.1,Ramos,10,RAMOS                   ,1,TERRITORIAL,100,4276,243308.85,243308.85,COMPRA E VENDA,2019
378118,90,Marechal Hermes           ,3,3.3,Madureira,15,MADUREIRA               ,2,TERRITORIAL,100,2528.5,592792.21,592792.21,COMPRA E VENDA,2019
378119,89,Bento Ribeiro             ,3,3.3,Madureira,15,MADUREIRA               ,5,TERRITORIAL,76666,295.6,86975464,99860498,COMPRA E VENDA,2019
378120,54,Inhaúma                   ,3,3.4,Inhaúma,12,INHAUMA                 ,1,TERRITORIAL,100,112,46051.19,46051.19,COMPRA E VENDA,2019
378121,83,Madureira                 ,3,3.3,Madureira,15,MADUREIRA               ,2,TERRITORIAL,75,208.5,80180105,140540405,COMPRA E VENDA,2019
378122,71,Pilares                   ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,50,435,80027.98,160055.96,COMPRA E VENDA,2019
378123,82,Cascadura                 ,3,3.3,Madureira,15,MADUREIRA               ,2,TERRITORIAL,100,1139.5,545453.98,545453.98,COMPRA E VENDA,2019
378124,65,Cachambi                  ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,135,59072.01,59072.01,COMPRA E VENDA,2019
378125,146,Inhoaíba                  ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,8,TERRITORIAL,100,581.25,62959045,62959045,COMPRA E VENDA,2019
378126,61,Engenho Novo              ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,421,182519.98,182519.98,COMPRA E VENDA,2019
378127,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,16,TERRITORIAL,87.5,497.8125,242566.504375,306947.443125,COMPRA E VENDA,2019
378128,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,8,TERRITORIAL,70.80625,1246125,268473.4975,541034.8225,COMPRA E VENDA,2019
378129,17,Laranjeiras               ,2,2.1,Zona Sul,4,BOTAFOGO                ,2,TERRITORIAL,100,350.5,336999.99,336999.99,COMPRA E VENDA,2019
378130,116,Anil                      ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,6,TERRITORIAL,98.5,16170.166666,2708153.543333,2959022.656666,COMPRA E VENDA,2019
378131,21,Humaitá                   ,2,2.1,Zona Sul,4,BOTAFOGO                ,2,TERRITORIAL,61.7,502,1036700,2032500,COMPRA E VENDA,2019
378132,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,14,TERRITORIAL,78.571428,4884.428571,1373542.863571,3516400.020714,COMPRA E VENDA,2019
378133,98,Freguesia (Ilha)          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,600,71500.79,71500.79,COMPRA E VENDA,2020
378134,63,Méier                     ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,100,1069,629278645,629278645,COMPRA E VENDA,2025
378135,123,Tanque                    ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,75,360,95257.56,127010.08,COMPRA E VENDA,2025
378136,33,Tijuca                    ,2,2.2,Tijuca,8,TIJUCA                  ,3,TERRITORIAL,37.166666,375.333333,2102513.913333,3782859.413333,COMPRA E VENDA,2025
378137,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,761.5,326663355,326663355,COMPRA E VENDA,2025
378138,20,Botafogo                  ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,265,1255000.02,1255000.02,COMPRA E VENDA,2025
378139,129,Camorim                   ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,3,TERRITORIAL,100,28414.666666,2866880.363333,2866880.363333,COMPRA E VENDA,2025
378140,28,Jardim Botânico           ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,100,120,2750000,2750000,COMPRA E VENDA,2025
378141,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,45,TERRITORIAL,98.333333,2636.711111,4569808.521555,4836475.188222,COMPRA E VENDA,2025
378142,31,São Conrado               ,2,2.1,Zona Sul,6,LAGOA                   ,8,TERRITORIAL,100,745375,2410687655,2410687655,COMPRA E VENDA,2025
378143,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,119,TERRITORIAL,79.508403,3009.739495,1927056.914621,11774691.929327,COMPRA E VENDA,2025
378144,152,Barra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,3,TERRITORIAL,100,11390.666666,525026.746666,525026.746666,COMPRA E VENDA,2025
378145,48,Vigário Geral             ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,88.89,335,60621.24,68198.04,COMPRA E VENDA,2020
378146,99,Jardim Guanabara          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,,377453.99,377453.99,COMPRA E VENDA,2020
378147,95,Praia da Bandeira         ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,914,468986.01,468986.01,COMPRA E VENDA,2020
378148,94,Pitangueiras              ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,3,TERRITORIAL,100,377.333333,117455.81,117455.81,COMPRA E VENDA,2020
378149,43,Penha                     ,3,3.5,Penha,11,PENHA                   ,4,TERRITORIAL,58335,271.5,116659.8725,190013955,COMPRA E VENDA,2020
378150,86,Rocha Miranda             ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,314,132989.99,132989.99,COMPRA E VENDA,2020
378151,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,3,TERRITORIAL,100,198,85509.606666,85509.606666,COMPRA E VENDA,2020
378152,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,13,TERRITORIAL,100,2328.615384,152632.007692,152632.007692,COMPRA E VENDA,2020
378153,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,18,TERRITORIAL,96.111111,7710.722222,328636.357777,330835.480555,COMPRA E VENDA,2020
378154,57,São Francisco Xavier      ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,375,118188,118188,COMPRA E VENDA,2020
378155,123,Tanque                    ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,315,55165,55165,COMPRA E VENDA,2020
378156,62,Lins de Vasconcelos       ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,92,96200.01,96200.01,COMPRA E VENDA,2020
378157,7,Rio Comprido              ,1,1.1,Centro,3,RIO COMPRIDO            ,2,TERRITORIAL,75,122.5,27359.99,38015985,COMPRA E VENDA,2020
378158,33,Tijuca                    ,2,2.2,Tijuca,8,TIJUCA                  ,4,TERRITORIAL,100,374.75,733000.0025,733000.0025,COMPRA E VENDA,2020
378159,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,15,TERRITORIAL,63.666666,632.6,130125066,186822.013333,COMPRA E VENDA,2020
378160,34,Alto da Boa Vista         ,2,2.2,Tijuca,8,TIJUCA                  ,2,TERRITORIAL,100,433.5,308499.99,308499.99,COMPRA E VENDA,2020
378161,20,Botafogo                  ,2,2.1,Zona Sul,4,BOTAFOGO                ,4,TERRITORIAL,100,1610.25,6024603755,6024603755,COMPRA E VENDA,2020
378162,27,Lagoa                     ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,100,440,469000.01,469000.01,COMPRA E VENDA,2020
378163,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,147,TERRITORIAL,98.367346,1319.306122,2547368.859863,2573550.152585,COMPRA E VENDA,2020
378164,31,São Conrado               ,2,2.1,Zona Sul,6,LAGOA                   ,5,TERRITORIAL,100,1385,1151628266,1151628266,COMPRA E VENDA,2020
378165,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,195,TERRITORIAL,85.000512,1726.610256,1234780.335128,16738558.894742,COMPRA E VENDA,2020
378166,13,Paquetá                   ,1,1.1,Centro,21,PAQUETA                 ,1,TERRITORIAL,100,250,98162.9,98162.9,COMPRA E VENDA,2021
378167,49,Jardim América            ,3,3.5,Penha,31,VIGARIO GERAL           ,2,TERRITORIAL,100,306,91083.52,91083.52,COMPRA E VENDA,2021
378168,46,Cordovil                  ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,100,8337,969456.62,969456.62,COMPRA E VENDA,2021
378169,159,Parque Colúmbia           ,3,3.6,Pavuna,25,PAVUNA                  ,2,TERRITORIAL,100,225,34831.05,34831.05,COMPRA E VENDA,2021
378170,45,Brás de Pina              ,3,3.5,Penha,11,PENHA                   ,3,TERRITORIAL,100,271.666666,101674.33,101674.33,COMPRA E VENDA,2021
378171,91,Ribeira                   ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,100,501,257353585,257353585,COMPRA E VENDA,2021
378172,77,Colégio                   ,3,3.3,Madureira,14,IRAJA                   ,1,TERRITORIAL,100,322,101920.01,101920.01,COMPRA E VENDA,2021
378173,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,6,TERRITORIAL,100,818.333333,180799.223333,180799.223333,COMPRA E VENDA,2021
378174,56,Tomás Coelho              ,3,3.4,Inhaúma,12,INHAUMA                 ,1,TERRITORIAL,100,39256,123479.99,123479.99,COMPRA E VENDA,2021
378175,88,Osvaldo Cruz              ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,387,212354.99,212354.99,COMPRA E VENDA,2021
378176,125,Vila Valqueire            ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,6,TERRITORIAL,83975,305.333333,122021465,149469.958333,COMPRA E VENDA,2021
378177,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,19,TERRITORIAL,97.368421,315.842105,56754.570526,57738.11,COMPRA E VENDA,2021
378178,9,Estácio                   ,1,1.1,Centro,3,RIO COMPRIDO            ,1,TERRITORIAL,2,3122,24750.01,1237500.5,COMPRA E VENDA,2021
378179,38,Grajaú                    ,2,2.2,Tijuca,9,VILA ISABEL             ,2,TERRITORIAL,100,575,1697000.01,1697000.01,COMPRA E VENDA,2021
